S NO,APPLN NO,COMMUNITY,GENERAL RANK,AGGREGATE MARK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
2359,228549,MBC,3618,189.5,4,EM,MBC
2360,223736,BC,3619,189.5,2006,BS,BC
2361,204726,BC,3621,189.5,1219,CS,BC
2362,227757,BC,3626,189.5,1219,IT,OC
2363,246766,MBC,3627,189.5,1315,IT,MBC
2364,258606,BC,3628,189.5,2377,EC,OC
2365,296631,SC,3632,189.5,1,CM,SC
2366,202576,BC,3633,189.5,2007,IM,BC
2367,252385,MBC,3634,189.5,4,AE,MBC
2368,285063,BC,3635,189.5,2007,IM,BC
2369,243394,MBC,3636,189.5,1315,ME,MBC
2370,225029,BC,3637,189.5,1219,CS,BC
2371,299739,BC,3641,189.5,2006,MF,BC
2372,260947,SC,3642,189.5,4,EC,SC
2373,241716,BC,3644,189.5,4,AU,OC
2374,236521,BC,3646,189.5,2005,IT,OC
2375,206645,BC,3650,189.5,2007,IM,BC
2376,297216,BC,3651,189.5,1315,ME,BC
2377,275879,BC,3653,189.5,2007,EM,OC
2378,235419,BC,3654,189.5,2006,MF,BC
2379,238846,BC,3655,189.5,2007,IM,BC
2380,224171,BC,3656,189.5,1,MA,OC
2381,200048,MBC,3657,189.5,1315,IT,MBC
2382,258202,BC,3658,189.5,2005,EC,OC
2383,316884,MBC,3659,189.5,2006,EE,MBC
2384,263231,BC,3661,189.5,1219,EC,OC
2385,210929,BC,3664,189.5,5008,IM,OC
2386,202022,BC,3665,189.5,2007,EM,OC
2387,200969,BCM,3666,189.5,1,BY,BCM
2388,303635,BC,3667,189.5,2006,MF,BC
2389,208812,MBC,3668,189.5,4,EM,MBC
2390,332324,BCM,3674,189.5,5012,CC,BCM
2391,345667,BC,3675,189.5,2007,EM,OC
2392,203603,BC,3678,189.5,5008,IM,OC
2393,268620,OC,3679,189.5,1219,EC,OC
2394,234380,BC,3682,189.5,1304,AD,OC
2395,258376,BCM,3685,189.5,2006,IM,BCM
2396,265710,BC,3686,189.5,2007,IM,BC
2397,225070,BC,3687,189.5,2005,CS,BC
2398,208788,BC,3689,189.5,2377,EC,BC
2399,244979,BC,3690,189.5,2006,RA,BC
2400,227202,BC,3691,189.5,2712,EE,OC
2401,229210,BC,3692,189.5,2,CL,OC
2402,293337,BC,3693,189.5,2007,CH,OC
2403,226516,BC,3694,189.5,5008,IM,OC
2404,326915,BCM,3695,189.5,4,AE,BCM
2405,226421,BCM,3696,189.5,5008,CS,BCM
2406,310995,BC,3698,189.5,2608,EE,OC
2407,211666,MBC,3699,189.5,1210,CS,OC
2408,222035,BC,3700,189.5,2712,EC,OC
2409,246310,OC,3701,189.5,1315,CH,OC
2410,237114,OC,3702,189.5,4971,CS,OC
2411,223742,MBC,3703,189.5,1315,IT,MBC
2412,293060,MBC,3704,189.5,4,EM,MBC
2413,230389,MBC,3707,189.5,4,EM,MBC
2414,331847,OC,3708,189.5,2007,EE,OC
2415,325681,BC,3709,189.5,2,CL,OC
2416,235578,BC,3711,189.5,5008,EC,BC
2417,331869,BC,3713,189.5,2007,EM,OC
2418,225438,BC,3714,189.5,2005,CS,BC
2419,200543,BC,3715,189.5,2007,EE,OC
2420,322979,BC,3717,189.5,2007,EM,OC
2421,250456,BC,3718,189.5,1113,EC,OC
2422,325507,MBC,3720,189.5,5012,CC,MBC
2423,244337,MBC,3721,189.5,1,GI,MBC
2424,252090,BC,3722,189.5,1315,BM,BC
2425,200179,MBC,3726,189.3333,4,EM,MBC
2426,355462,BC,3730,189.25,2712,CS,OC
2427,334104,BC,3731,189.25,5008,EC,BC
2428,339515,SC,3733,189.25,5008,EC,SC
2429,232871,MBC,3734,189.25,2006,ME,MBC
2430,329572,BC,3736,189.25,2025,CS,OC
2431,221420,OC,3737,189.25,2712,CS,OC
2432,224977,MBC,3738,189,4,EM,MBC
2433,269523,OC,3739,189,1219,EC,OC
2434,217349,BC,3741,189,2006,MF,BC
2435,224609,BC,3742,189,2712,EE,OC
2436,235787,BC,3743,189,2005,EC,OC
2437,227602,BC,3746,189,2006,CE,BC
2438,341771,BC,3747,189,2,CL,OC
2439,223376,BC,3749,189,2005,IT,OC
2440,225471,BC,3750,189,5008,CW,OC
2441,229541,BC,3752,189,2006,RA,BC
2442,269273,BC,3753,189,2,PM,OC
2443,226304,BC,3756,189,1219,EC,OC
2444,355880,MBC,3757,189,2610,AD,OC
2445,320042,BC,3759,189,5008,EM,OC
2446,259322,BC,3761,189,2712,CS,OC
2447,204502,MBC,3762,189,2007,EC,MBC
2448,240623,BC,3763,189,1219,CS,BC
2449,277444,BC,3765,189,2007,IM,BC
2450,282079,MBC,3766,189,4,EM,MBC
2451,299097,BC,3767,189,2712,CS,OC
2452,217082,BC,3768,189,2615,CS,OC
2453,214842,MBC,3769,189,4,EI,MBC
2454,208907,BC,3770,189,2,CL,OC
2455,283114,MBC,3772,189,2007,EC,MBC
2456,238258,MBC,3773,189,4,MF,MBC
2457,274836,MBC,3777,189,1315,IT,MBC
2458,341865,BC,3778,189,2007,EE,OC
2459,202020,BC,3779,189,2005,IT,OC
2460,334324,BC,3780,189,2007,IM,BC
2461,203002,BC,3781,189,2722,CS,OC
2462,232767,MBC,3785,189,4,EM,MBC
2463,293434,BC,3786,189,2005,IT,OC
2464,330693,SC,3788,189,1,EE,SC
2465,205199,BC,3789,189,5008,EM,OC
2466,253091,OC,3790,189,2007,EM,OC
2467,206008,OC,3791,189,2005,EC,OC
2468,346031,OC,3792,189,5008,EM,OC
2469,217779,BC,3793,189,2006,RA,BC
2470,263306,OC,3795,189,4,PR,OC
2471,332662,BC,3799,189,2005,IT,OC
2472,203230,BC,3800,189,2007,EE,OC
2473,257195,BC,3801,189,5008,CW,OC
2474,276298,OC,3802,189,4974,EC,OC
2475,282098,BC,3803,189,2007,EE,OC
2476,272086,MBC,3804,189,2006,EM,MBC
2477,311328,SC,3805,189,2006,EC,SC
2478,224421,BC,3806,189,2006,BY,OC
2479,266165,BC,3808,189,2005,EC,OC
2480,305305,OC,3810,189,1,MN,OC
2481,201188,BC,3811,189,1,GI,BC
2482,223481,BC,3813,189,2007,IM,BC
2483,250479,OC,3815,189,1219,EC,OC
2484,208627,OC,3819,189,4,AU,OC
2485,218227,BC,3820,189,1219,CS,BC
2486,209050,BCM,3822,189,2006,IM,BCM
2487,226097,BC,3823,189,5008,EM,OC
2488,315476,BC,3824,189,2006,RA,BC
2489,264901,OC,3825,189,1315,CH,OC
2490,215801,BC,3826,189,5008,EE,OC
2491,210766,OC,3827,189,1219,AD,OC
2492,203512,BC,3830,189,1315,BM,BC
2493,212165,BC,3831,189,2377,EC,BC
2494,207915,OC,3834,189,1211,CS,OC
2495,251949,BC,3838,189,1315,ME,BC
2496,202509,BC,3839,189,2007,IM,BC
2497,204270,BC,3841,189,2,CL,BC
2498,211489,BC,3842,189,2377,EC,BC
2499,200800,OC,3843,189,2005,IT,OC
2500,205736,MBC,3844,189,4,EM,MBC
2501,235115,OC,3845,189,2005,EC,OC
2502,253153,BC,3847,189,5008,CW,OC
2503,271519,SC,3848,189,1,CM,SC
2504,279583,BCM,3851,189,4,MF,BCM
2505,327069,MBC,3852,189,2752,CS,OC
2506,209884,BC,3853,189,1315,BM,BC
2507,331744,SC,3854,189,1,CM,SC
2508,251650,BC,3855,189,2005,EC,OC
2509,282339,MBC,3859,189,2007,CS,MBC
2510,252834,MBC,3860,189,2006,EM,MBC
2511,255500,BC,3861,189,2007,EM,OC
2512,305221,BC,3862,189,2005,IT,OC
2513,273800,BC,3864,189,2,CL,BC
2514,230276,BC,3867,189,1315,ME,BC
2515,322376,OC,3869,189,1219,EC,OC
2516,200202,MBC,3871,189,1315,IT,MBC
2517,224153,BC,3872,189,1315,ME,BC
2518,245901,BC,3874,189,2006,BS,BC
2519,222552,MBC,3875,189,2006,IM,MBC
2520,202134,BC,3876,189,2005,EC,BC
2521,201646,BC,3880,189,2006,TX,OC
2522,292075,BC,3881,189,4,AU,OC
2523,228867,OC,3882,189,2006,BY,OC
2524,236401,MBC,3886,189,1315,IT,MBC
2525,257552,BC,3888,189,5008,IM,OC
2526,269262,BC,3889,189,2005,IT,OC
2527,204899,OC,3890,189,1211,EC,OC
2528,211177,BC,3891,189,1317,CS,OC
2529,215897,BC,3893,189,2006,RA,BC
2530,202981,BCM,3894,189,1315,IT,BCM
2531,213169,BC,3896,189,1,GI,BC
2532,346427,MBC,3897,189,2006,IM,MBC
2533,207548,BCM,3898,189,2007,EC,BCM
2534,309719,BC,3899,189,1219,EC,OC
2535,202011,BC,3900,189,2005,IT,OC
2536,236446,MBC,3901,189,2006,BS,MBC
2537,202867,BC,3902,189,2005,IT,OC
2538,204230,BC,3903,189,5008,IM,OC
2539,204974,BC,3904,189,2005,IT,OC
2540,239197,SC,3906,189,4,AE,SC
2541,221146,MBC,3907,189,1315,IT,MBC
2542,208746,BC,3908,189,1219,CS,BC
2543,246542,MBC,3909,189,4,MF,MBC
2544,293252,OC,3910,189,4,RP,OC
2545,240952,OC,3911,189,2007,EM,OC
2546,238696,BC,3914,189,2006,BY,BC
2547,204761,BC,3917,189,2007,EM,BC
2548,263884,ST,3918,189,1,EC,ST
2549,272453,BC,3919,189,5008,EM,OC
2550,274285,SC,3920,189,1315,CS,SC
2551,266314,BC,3921,189,2025,CS,OC
2552,335330,BC,3923,189,2006,CE,BC
2553,234723,BC,3927,189,5012,CC,BC
2554,236419,BC,3928,189,4,PR,OC
2555,220718,BC,3929,189,1315,BM,BC
2556,328155,BC,3932,189,1316,EC,OC
2557,214880,BC,3933,189,2005,EC,BC
2558,228207,OC,3934,189,1219,EC,OC
2559,268448,SC,3939,189,2,IB,SC
2560,255682,BC,3944,189,2006,RA,BC
2561,204559,BC,3947,189,5008,EM,OC
2562,292384,BC,3948,189,2025,ME,OC
2563,209861,OC,3949,189,1,MN,OC
2564,291846,BC,3953,189,1399,CS,OC
2565,205693,OC,3955,189,1,MA,OC
2566,214003,OC,3957,189,2005,ME,OC
2567,209198,MBC,3958,189,4,EI,MBC
2568,219879,BC,3960,189,2006,MF,BC
2569,203615,OC,3964,189,5008,IM,OC
2570,202871,MBC,3965,189,4,EI,MBC
2571,208148,BC,3966,189,1219,EC,OC
2572,222859,BC,3967,189,2006,MF,BC
2573,210990,BC,3968,189,2377,EC,BC
2574,222377,BCM,3969,189,1315,IT,BCM
2575,217138,BC,3971,189,5008,ME,OC
2576,230643,BC,3972,189,4,PR,OC
2577,335473,OC,3973,189,1219,EC,OC
2578,225061,OC,3974,189,5008,EM,OC
2579,202776,BC,3976,189,2006,MF,BC
2580,319714,BC,3977,189,5008,EM,OC
2581,255168,BC,3982,189,5008,IM,OC
2582,204530,OC,3983,189,1219,IT,OC
2583,239677,BCM,3984,189,1315,EC,BCM
2584,244143,BC,3986,189,2007,EM,BC
2585,207158,BC,3987,189,2005,IB,OC
2586,200598,BC,3988,189,1219,AD,OC
2587,240215,BC,3989,189,5008,EM,OC
2588,305320,OC,3991,189,2751,AD,OC
2589,252880,BCM,3992,189,4,EI,BCM
2590,253906,BC,3993,189,2006,BY,BC
2591,249558,OC,3994,189,4,AU,OC
2592,259237,BC,3995,189,1,IE,BC
2593,215522,BC,3998,189,5008,ME,OC
2594,224580,BC,3999,189,5008,EE,OC
2595,201509,BC,4000,189,2006,MS,OC
2596,203763,BC,4003,189,2006,RA,BC
2597,301925,SC,4004,189,2006,EC,SC
2598,279835,OC,4005,189,1219,IT,OC
2599,225370,BC,4009,189,2005,IT,OC
2600,204385,MBC,4010,189,1315,IT,MBC
2601,227063,OC,4013,189,1304,IT,OC
2602,274337,BC,4014,189,1304,CS,OC
2603,345998,MBC,4015,189,2006,EM,MBC
2604,221323,BC,4016,189,2007,EM,BC
2605,231623,OC,4017,189,1219,IT,OC
2606,245410,OC,4021,189,2712,CS,OC
2607,245572,OC,4024,189,5008,IM,OC
2608,290860,BC,4025,189,1324,CS,OC
2609,240853,BC,4026,189,2005,EC,BC
2610,213927,BC,4027,189,2005,IT,BC
2611,220134,BC,4028,189,2007,ME,OC
2612,216635,BC,4029,189,5008,CW,OC
2613,299608,BC,4030,189,5012,CC,BC
2614,201998,OC,4031,189,4,PR,OC
2615,205050,BC,4032,189,2006,CE,BC
2616,214721,BC,4036,189,2377,EC,BC
2617,241611,BC,4038,189,2377,EC,BC
2618,210301,BC,4039,189,1219,IT,OC
2619,354849,BC,4040,189,1,IE,BC
2620,331643,BCM,4041,189,2007,CS,BCM
2621,261098,BC,4044,189,2006,BY,BC
2622,240115,BC,4047,189,2,CL,BC
2623,329199,MBC,4049,189,1,BY,MBC
2624,257916,BC,4050,189,1219,EE,OC
2625,255620,MBC,4051,189,2006,IM,MBC
2626,215682,SC,4052,189,1,CM,SC
2627,222994,MBC,4053,189,4,AE,MBC
2628,322346,OC,4054,189,2,CR,OC
2629,248646,BC,4055,189,1,MN,OC
2630,280634,MBC,4057,189,1128,AD,OC
2631,310035,BC,4058,189,1219,BT,OC
2632,274988,BC,4059,189,1,IE,BC
2633,226353,SC,4065,189,4,EC,SC
2634,337865,BC,4068,189,1315,CE,OC
2635,228089,OC,4069,189,1309,EC,OC
2636,204328,BC,4070,189,1315,CH,OC
2637,260471,BC,4072,189,1,GI,BC
2638,276377,BC,4073,189,1219,IT,OC
2639,252894,OC,4076,189,2006,PR,OC
2640,238650,SC,4079,189,4,EC,SC
2641,349699,BCM,4080,189,5,CS,OC
2642,274402,BC,4082,189,2006,IY,OC
2643,217477,MBC,4083,189,2006,IM,MBC
2644,202709,BCM,4084,189,2377,CS,BCM
2645,200485,BC,4085,189,5008,EM,BC
2646,324116,BC,4087,189,2006,RA,BC
2647,326998,BC,4088,189,2006,ES,OC
2648,234726,BC,4089,189,1304,EC,OC
2649,260377,OC,4091,189,3011,BT,OC
2650,345882,MBC,4092,188.75,1,XC,OC
2651,237491,SC,4093,188.75,2,IB,SC
2652,212218,BC,4094,188.75,2712,CS,OC
2653,339870,BC,4095,188.75,2614,IT,OC
2654,332884,MBC,4096,188.75,1315,EC,MBC
2655,333966,BC,4100,188.5,2712,CS,OC
2656,218888,BC,4102,188.5,5008,IM,OC
2657,276443,SC,4104,188.5,1,CM,SC
2658,236047,MBC,4105,188.5,1219,CS,MBC
2659,321564,BC,4107,188.5,1,MN,OC
2660,265978,BC,4108,188.5,1315,CH,BC
2661,210472,BC,4109,188.5,5008,EE,OC
2662,326266,BC,4110,188.5,2006,MS,OC
2663,218275,BC,4112,188.5,2006,RA,BC
2664,230833,BC,4114,188.5,2712,CS,OC
2665,234872,BC,4115,188.5,2005,IT,BC
2666,253071,BC,4116,188.5,5008,EE,OC
2667,210459,BC,4119,188.5,4,AU,OC
2668,356252,SC,4120,188.5,4,CM,SC
2669,212436,BC,4121,188.5,5008,IM,OC
2670,271222,BC,4122,188.5,1399,CS,OC
2671,302214,OC,4125,188.5,2005,ME,OC
2672,284645,BC,4128,188.5,4,PR,OC
2673,271011,BC,4130,188.5,2007,EE,OC
2674,234503,BC,4132,188.5,2377,EC,BC
2675,245031,BC,4133,188.5,2006,ES,OC
2676,256582,BC,4136,188.5,2005,EC,BC
2677,200628,BC,4137,188.5,1219,IT,OC
2678,278950,BC,4138,188.5,2007,EE,OC
2679,257664,BC,4139,188.5,4,AU,BC
2680,263311,BCM,4140,188.5,1315,ME,BCM
2681,232923,BC,4143,188.5,5008,ME,OC
2682,260070,BC,4144,188.5,2006,CE,BC
2683,325226,BC,4146,188.5,1014,EC,OC
2684,246157,BC,4147,188.5,5008,EE,OC
2685,214219,OC,4150,188.5,5008,CW,OC
2686,286067,MBC,4151,188.5,4,AE,MBC
2687,244508,BC,4152,188.5,2377,EC,BC
2688,327089,BC,4153,188.5,5901,CS,OC
2689,230917,BC,4154,188.5,5008,ME,OC
2690,339512,SC,4156,188.5,1,EM,SC
2691,319216,BC,4158,188.5,2007,EE,OC
2692,230077,MBC,4162,188.5,2006,BY,MBC
2693,254771,BC,4163,188.5,1,MI,OC
2694,245589,OC,4164,188.5,1311,AO,OC
2695,268880,BC,4165,188.5,2739,CS,OC
2696,345680,BCM,4166,188.5,2006,MT,OC
2697,242298,MBC,4167,188.5,4,AE,MBC
2698,296779,BC,4171,188.5,2,CL,BC
2699,331962,BC,4177,188.5,1,GI,BC
2700,225134,BC,4179,188.5,2007,ME,OC
2701,206541,BC,4183,188.5,1219,AD,OC
2702,202833,MBC,4184,188.5,1315,IT,MBC
2703,225449,MBC,4185,188.5,4,AE,MBC
2704,274728,BC,4187,188.5,2,PM,OC
2705,333979,BC,4188,188.5,1219,EC,OC
2706,202156,OC,4190,188.5,1219,AD,OC
2707,205400,BC,4191,188.5,2005,IT,BC
2708,240582,BC,4193,188.5,1219,EC,OC
2709,275165,BC,4194,188.5,2377,EC,BC
2710,264252,BC,4197,188.5,2007,EM,BC
2711,201045,MBC,4198,188.5,1315,ME,MBC
2712,335258,BC,4199,188.5,2377,CE,OC
2713,220292,MBC,4200,188.5,2006,BY,MBC
2714,274930,BC,4201,188.5,2005,EC,BC
2715,210204,BC,4202,188.5,5008,IM,OC
2716,235698,BC,4203,188.5,2006,ES,OC
2717,318462,MBC,4205,188.5,2006,IM,MBC
2718,261984,BC,4207,188.5,2712,CS,OC
2719,259698,BCM,4209,188.5,2006,ME,BCM
2720,326285,MBC,4210,188.5,1315,EC,MBC
2721,334796,SC,4211,188.5,1,CM,SC
2722,219180,SC,4212,188.5,4,EC,SC
2723,208313,BC,4216,188.5,2712,CS,OC
2724,214734,MBC,4217,188.5,1315,IT,MBC
2725,306384,BC,4219,188.5,1219,EC,OC
2726,210429,BC,4220,188.5,1304,CS,OC
2727,244112,BC,4221,188.5,1,IE,BC
2728,343405,BC,4222,188.5,2712,CS,OC
2729,202237,MBC,4223,188.5,1315,EC,MBC
2730,228930,OC,4224,188.5,4,AS,OC
2731,288748,BC,4225,188.5,1112,EE,OC
2732,209568,MBC,4226,188.5,2006,EM,MBC
2733,204578,BC,4227,188.5,1219,EC,OC
2734,283222,OC,4229,188.5,2712,AD,OC
2735,275840,BC,4236,188.5,2711,CS,OC
2736,251814,BC,4239,188.5,2005,EC,BC
2737,206694,BC,4242,188.5,5008,CW,OC
2738,225040,BC,4245,188.5,1399,BM,OC
2739,261997,BC,4247,188.5,2005,IT,BC
2740,201959,BC,4248,188.5,2006,RA,BC
2741,203703,BC,4249,188.5,1219,IT,OC
2742,214312,OC,4252,188.5,2006,ES,OC
2743,243376,BC,4253,188.5,5008,IM,OC
2744,216864,BC,4254,188.5,5008,EM,BC
2745,245569,BC,4255,188.5,2377,EC,BC
2746,269186,OC,4260,188.5,5008,MG,OC
2747,227566,BC,4261,188.5,3011,BT,OC
2748,230399,BC,4262,188.5,2712,CS,OC
2749,241072,BC,4263,188.5,1315,CE,OC
2750,344654,MBC,4264,188.5,2005,IB,OC
2751,200026,BC,4265,188.5,1219,IT,OC
2752,331280,MBC,4266,188.5,1,CE,MBC
2753,254618,BC,4267,188.5,5008,EM,BC
2754,232100,BC,4268,188.5,2005,IT,BC
2755,212794,BC,4271,188.5,2007,EM,BC
2756,219264,SC,4272,188.5,1,ME,SC
2757,304963,OC,4275,188.5,2377,ME,OC
2758,307436,BC,4276,188.5,5008,MF,OC
2759,202593,OC,4277,188.5,2005,ME,OC
2760,294616,MBC,4280,188.5,2007,CS,MBC
2761,242468,OC,4281,188.5,1,MN,OC
2762,219802,MBC,4283,188.5,2007,CS,MBC
2763,244664,BC,4285,188.5,1219,IT,OC
2764,211650,MBC,4286,188.5,2,IB,MBC
2765,332018,BC,4287,188.5,1219,EC,OC
2766,332076,BC,4290,188.5,5008,CW,OC
2767,214793,MBC,4291,188.5,2006,IM,MBC
2768,280720,BC,4295,188.5,2005,EC,BC
2769,299261,OC,4296,188.5,5008,EE,OC
2770,276884,OC,4299,188.5,5008,CW,OC
2771,304444,MBC,4303,188.5,2007,CS,MBC
2772,226753,BC,4306,188.5,2007,EM,BC
2773,238838,SC,4307,188.5,1,CE,SC
2774,314514,BC,4308,188.5,1304,BM,OC
2775,356761,BC,4309,188.5,2006,RA,BC
2776,210325,OC,4310,188.5,5008,CW,OC
2777,358206,BC,4311,188.5,2006,BY,BC
2778,207261,BC,4312,188.5,2005,EC,BC
2779,222487,MBC,4314,188.5,1315,EC,MBC
2780,276670,OC,4315,188.5,2007,EE,OC
2781,200355,OC,4316,188.5,1,MN,OC
2782,232746,BC,4317,188.5,1324,CO,OC
2783,215333,OC,4319,188.5,1419,CS,OC
2784,275751,BC,4321,188.5,2006,ES,OC
2785,253401,BC,4322,188.5,1317,IT,OC
2786,305608,BC,4323,188.5,2,CL,BC
2787,227803,BC,4326,188.5,5008,EE,BC
2788,240820,BC,4327,188.5,2005,ME,OC
2789,210856,SC,4329,188.5,4,EC,SC
2790,214396,BC,4330,188.5,1219,IT,OC
2791,218953,BC,4332,188.5,2005,IT,BC
2792,236302,BC,4333,188.5,2712,CS,BC
2793,242676,BC,4335,188.5,1219,IT,OC
2794,269395,BC,4338,188.5,2712,CS,BC
2795,243411,BC,4340,188.5,4,AU,BC
2796,354178,MBC,4341,188.5,1,CE,MBC
2797,231432,MBC,4342,188.5,1,CE,MBC
2798,329291,MBC,4343,188.5,2006,RA,MBC
2799,210617,OC,4344,188.5,1,MA,OC
2800,284406,MBC,4346,188.5,2007,CS,MBC
2801,257588,OC,4349,188.5,3011,BT,OC
2802,267078,BC,4350,188.3333,2006,ES,OC
2803,323475,MBC,4353,188.25,2006,EE,MBC
2804,340031,MBC,4354,188.25,1,CE,MBC
2805,335388,MBC,4355,188.25,2006,EE,MBC
2806,323530,MBC,4356,188.25,2006,EM,MBC
2807,353273,MBC,4357,188.25,2006,IM,MBC
2808,263151,SC,4358,188.25,2006,CM,SC
2809,332963,BC,4359,188.25,5008,ME,OC
2810,300191,BC,4360,188.25,1219,AD,BC
2811,225572,MBC,4363,188,1,IE,MBC
2812,224235,BC,4364,188,2377,EE,OC
2813,269265,MBC,4366,188,2615,CS,OC
2814,268058,BC,4368,188,5008,IM,OC
2815,287301,BC,4369,188,3011,CS,OC
2816,267398,BC,4370,188,2007,EM,BC
2817,324488,MBC,4371,188,2369,CS,OC
2818,275414,MBC,4372,188,2005,CS,MBC
2819,311511,BC,4373,188,4,AU,BC
2820,200781,BC,4376,188,4,AU,BC
2821,250844,BC,4377,188,2712,CS,BC
2822,287254,BC,4379,188,2712,CS,BC
2823,336822,BC,4383,188,1120,IT,OC
2824,207031,MBC,4387,188,4,MF,MBC
2825,238524,BC,4388,188,1,MA,OC
2826,255902,BC,4389,188,2005,IT,BC
2827,283499,BC,4392,188,4974,EC,OC
2828,319454,BC,4393,188,1315,CH,BC
2829,223480,MBC,4394,188,2006,EM,MBC
2830,321621,MBC,4396,188,1315,IT,MBC
2831,246845,SC,4397,188,4,CM,SC
2832,229021,BCM,4398,188,1315,EE,BCM
2833,299514,BC,4399,188,1,GI,BC
2834,276470,BC,4400,188,5008,IM,OC
2835,267346,MBC,4402,188,2006,EM,MBC
2836,309980,MBC,4403,188,1315,EC,MBC
2837,303007,BC,4404,188,1304,CS,OC
2838,201260,BC,4405,188,2006,BY,BC
2839,290025,BC,4406,188,2007,EE,OC
2840,325896,BC,4407,188,2005,EC,BC
2841,307616,OC,4408,188,1219,IT,OC
2842,226597,BC,4409,188,2007,EM,BC
2843,251997,MBC,4411,188,4,AE,MBC
2844,229799,BC,4413,188,2007,EE,OC
2845,203153,SC,4414,188,2006,EC,SC
2846,259905,BC,4415,188,2007,EM,BC
2847,204905,MBC,4416,188,3826,BM,OC
2848,333113,MBC,4417,188,2,FS,OC
2849,296572,BC,4418,188,1,MI,OC
2850,200467,OC,4419,188,2007,EE,OC
2851,230148,BC,4420,188,2005,EC,BC
2852,331447,BCM,4421,188,2006,ME,BCM
2853,255289,BC,4422,188,1211,CS,OC
2854,246666,MBC,4424,188,2006,BS,MBC
2855,241441,BC,4427,188,2005,EC,BC
2856,215409,BC,4429,188,2006,IY,OC
2857,299344,OC,4435,188,2007,EE,OC
2858,329486,BC,4436,188,1,MN,OC
2859,223080,BCM,4438,188,2006,EE,BCM
2860,213244,SC,4440,188,1,ME,SC
2861,272635,BC,4441,188,1450,CS,OC
2862,261405,BC,4442,188,2007,EM,BC
2863,238337,BC,4443,188,2006,ES,OC
2864,212812,BC,4445,188,2007,EM,BC
2865,253036,BC,4446,188,1219,IT,OC
2866,224513,BC,4447,188,2377,ME,OC
2867,268970,MBC,4449,188,1315,EC,MBC
2868,209207,BC,4452,188,1113,CS,OC
2869,253511,MBC,4453,188,2377,CS,MBC
2870,360529,OC,4455,188,1211,CS,OC
2871,270377,BC,4456,188,2712,CS,BC
2872,309979,MBC,4458,188,1315,EC,MBC
2873,241964,OC,4459,188,2712,IT,OC
2874,237039,BC,4460,188,5008,EM,BC
2875,226033,OC,4461,188,1450,CS,OC
2876,227663,BC,4462,188,2007,EE,OC
2877,305364,BC,4465,188,5012,CC,BC
2878,331353,BC,4466,188,2712,CS,BC
2879,237943,BC,4467,188,5008,EM,BC
2880,296327,BC,4469,188,2,CL,BC
2881,299042,OC,4470,188,1219,IT,OC
2882,224679,BC,4471,188,5008,IM,OC
2883,290214,BC,4472,188,5008,CW,BC
2884,308628,BC,4473,188,2006,BY,BC
2885,246406,BC,4475,188,2006,ES,OC
2886,279149,BC,4476,188,2,CL,BC
2887,258218,BC,4479,188,2712,CS,BC
2888,229373,BC,4480,188,2377,EE,OC
2889,211849,BC,4483,188,2,TX,OC
2890,286474,OC,4485,188,4,AS,OC
2891,208770,OC,4486,188,1419,EE,OC
2892,256156,BCM,4488,188,1516,CS,OC
2893,216745,BC,4489,188,1317,CS,OC
2894,215151,BC,4490,188,5008,EM,BC
2895,215591,MBC,4491,188,1315,IT,MBC
2896,206501,MBC,4492,188,2006,BY,MBC
2897,239364,BC,4495,188,2006,IY,OC
2898,213570,BC,4497,188,2005,IT,BC
2899,244890,OC,4499,188,5008,IM,OC
2900,339600,SC,4500,188,1,ME,SC
2901,222887,BC,4502,188,2,CL,BC
2902,252677,BC,4503,188,2615,CS,OC
2903,310100,BC,4506,188,2712,BT,OC
2904,266128,BC,4507,188,1315,CH,BC
2905,276684,BC,4508,188,2718,CS,OC
2906,297218,BC,4512,188,2005,EE,OC
2907,244986,OC,4513,188,1419,CS,OC
2908,211059,BC,4514,188,2006,PR,OC
2909,230955,OC,4515,188,2007,ME,OC
2910,237912,BC,4520,188,2006,BY,BC
2911,204051,OC,4521,188,1419,CS,OC
2912,215698,BC,4523,188,1219,IT,BC
2913,263864,BC,4526,188,1219,EC,OC
2914,353904,BC,4527,188,1219,AD,BC
2915,228086,OC,4529,188,5008,IM,OC
2916,257020,BC,4530,188,2712,EC,OC
2917,228104,MBC,4532,188,2005,EC,MBC
2918,287978,MBC,4534,188,1,MN,OC
2919,255583,MBC,4536,188,4,EI,MBC
2920,278643,BC,4537,188,1321,PA,OC
2921,305272,OC,4538,188,2,FS,OC
2922,262400,BC,4539,188,1211,CS,OC
2923,215009,BC,4540,188,1315,CE,OC
2924,244963,OC,4541,188,2007,EY,OC
2925,244080,BC,4542,188,2007,EE,OC
2926,230383,MBC,4547,188,4,MF,MBC
2927,238714,BC,4549,188,2,CL,BC
2928,236160,BC,4550,188,2007,ME,OC
2929,232617,BC,4551,188,4,AU,BC
2930,287714,BC,4554,188,5008,EE,BC
2931,218464,BC,4556,188,1,MA,OC
2932,211397,MBC,4557,188,1315,EC,MBC
2933,334858,BC,4558,188,2007,EE,BC
2934,254664,MBC,4559,188,2006,IM,MBC
2935,206166,BC,4563,188,2005,EC,BC
2936,212908,OC,4566,188,2712,IT,OC
2937,229544,BC,4567,188,2005,EE,OC
2938,205544,OC,4569,188,2006,IY,OC
