S NO,APPLN NO,COMMUNITY,GENERAL RANK,AGGREGATE MARK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
1768,256628,MBC,2735,190,1315,CS,MBC
1769,202056,MBC,2736,190,1315,ME,MBC
1770,227062,OC,2737,190,1219,EC,OC
1771,211237,BC,2738,190,2007,CM,OC
1772,274560,BC,2739,190,1317,CS,OC
1773,329444,BC,2740,190,2005,CS,OC
1774,200602,BC,2741,190,2007,CM,OC
1775,266309,BC,2742,190,2006,ME,BC
1776,241519,BC,2743,190,2006,RA,OC
1777,273977,OC,2744,190,5008,CM,OC
1778,256789,BC,2746,190,2006,ME,BC
1779,220815,OC,2747,190,1219,EC,OC
1780,259049,BCM,2749,190,1,BY,BCM
1781,220864,BC,2751,190,1315,EE,BC
1782,219531,BCM,2754,190,1315,EC,BCM
1783,305385,OC,2755,190,1419,AD,OC
1784,216731,SC,2756,190,1,CM,SC
1785,323847,MBC,2757,190,1,BY,MBC
1786,220659,BC,2758,190,2377,CS,BC
1787,215909,OC,2759,190,2006,BY,OC
1788,220765,MBC,2761,190,4,IM,MBC
1789,279287,BC,2762,190,2007,CM,OC
1790,212353,BC,2764,190,2377,EC,OC
1791,332587,BC,2765,190,4,MF,BC
1792,214187,BC,2766,190,2007,EC,OC
1793,347553,OC,2767,190,2377,ME,OC
1794,224655,BC,2768,190,5008,CM,OC
1795,277707,BC,2769,190,2007,IM,OC
1796,231889,OC,2770,190,2007,CM,OC
1797,211665,MBC,2773,190,2006,CM,MBC
1798,202628,OC,2775,190,1219,EC,OC
1799,322748,OC,2776,190,5008,CM,OC
1800,214261,OC,2778,190,2006,BY,OC
1801,238586,BC,2779,190,5008,CM,OC
1802,208622,BC,2780,190,4,MF,BC
1803,332145,SC,2781,190,1,EE,SC
1804,203454,BC,2782,190,2,CH,BC
1805,335305,OC,2783,190,1219,BT,OC
1806,283849,BC,2784,190,2006,ME,BC
1807,241032,SC,2785,190,1,EE,SC
1808,228272,BC,2786,190,2005,CS,OC
1809,204090,BCM,2787,190,2006,CM,BCM
1810,208454,BC,2788,190,2006,ME,BC
1811,333662,BC,2789,190,1,CE,BC
1812,208397,MBC,2790,190,1,ME,MBC
1813,272559,MBC,2793,190,1315,CS,MBC
1814,328050,BC,2794,190,2,CH,BC
1815,257715,BC,2795,190,2006,ME,BC
1816,255791,BC,2796,190,1,CE,BC
1817,284202,BC,2799,190,2007,CM,BC
1818,291837,BC,2801,190,2377,EE,OC
1819,300645,BC,2802,190,1315,BM,BC
1820,291970,BC,2803,190,2377,EE,OC
1821,257118,BC,2804,190,2006,RA,OC
1822,209865,BC,2805,190,2,IS,BC
1823,272580,SC,2807,190,1,BY,SC
1824,245190,MBC,2808,190,4,EM,MBC
1825,269487,BC,2813,190,5008,EC,BC
1826,331225,MBC,2815,190,4,IM,MBC
1827,241105,BC,2816,190,5008,EC,BC
1828,209447,BC,2819,190,2006,EE,BC
1829,255357,OC,2823,190,5008,CM,OC
1830,205895,OC,2824,190,1315,CE,OC
1831,216803,MBC,2825,190,1,ME,MBC
1832,274096,MBC,2826,190,1,ME,MBC
1833,313435,OC,2827,190,2005,EC,OC
1834,224179,SC,2828,190,1,CE,SC
1835,222290,BCM,2829,190,4,IM,BCM
1836,329351,MBC,2831,190,1315,CS,MBC
1837,202733,SC,2832,190,1,CM,SC
1838,243458,BC,2835,190,2006,EE,BC
1839,224195,OC,2837,190,5008,CM,OC
1840,258747,MBC,2838,190,1315,EC,MBC
1841,251379,BC,2840,190,1113,CS,OC
1842,235890,OC,2842,190,5008,EE,OC
1843,200855,MBC,2843,190,1315,CS,MBC
1844,337423,BCM,2844,190,4,EM,BCM
1845,269920,BC,2845,190,2006,ME,BC
1846,232248,BCM,2846,190,2006,CM,BCM
1847,309347,BCM,2847,190,4,IM,BCM
1848,226797,BC,2850,190,1315,EE,BC
1849,203775,BCM,2854,190,1315,CS,BCM
1850,203958,BC,2855,190,4,MF,BC
1851,223890,BC,2856,190,5008,CM,OC
1852,249979,BC,2858,190,5008,EC,BC
1853,201560,MBC,2859,190,5008,CS,MBC
1854,210050,BC,2860,190,2006,EE,BC
1855,260925,BC,2861,190,1219,CS,BC
1856,344360,SC,2862,190,2006,CM,SC
1857,213945,BC,2863,190,5012,CC,OC
1858,244826,BC,2864,190,1,MN,OC
1859,209669,BC,2865,190,1315,EE,BC
1860,219738,BC,2866,190,2007,CM,BC
1861,274717,BC,2867,190,2006,ME,BC
1862,238649,MBC,2868,190,1,ME,MBC
1863,221276,BC,2869,190,4,MF,BC
1864,217170,OC,2871,190,2712,CS,OC
1865,215598,BC,2873,190,2007,IM,OC
1866,244542,BC,2874,190,2006,ME,BC
1867,217566,MBC,2875,190,4,IM,MBC
1868,253892,BCM,2877,190,1,ME,BCM
1869,289219,MBC,2878,190,2006,EC,MBC
1870,293518,BC,2880,190,2006,EE,BC
1871,276488,SC,2881,190,1,ME,SC
1872,204976,BC,2882,190,1315,EE,BC
1873,200226,BC,2883,190,5008,CM,OC
1874,200643,BC,2884,190,1,CE,BC
1875,253496,MBC,2885,190,1219,CS,MBC
1876,226321,BC,2887,190,1315,EE,BC
1877,211278,BC,2889,190,1315,EE,BC
1878,226564,BC,2890,190,1315,EE,BC
1879,203457,BC,2891,190,2006,ME,BC
1880,291393,OC,2892,190,2005,EE,OC
1881,262461,BC,2893,190,5008,CM,OC
1882,330523,BC,2894,190,2007,CM,BC
1883,273764,MBC,2895,190,4,IM,MBC
1884,241933,BC,2897,190,4,PR,OC
1885,208333,OC,2898,190,2006,MF,OC
1886,275420,OC,2900,190,5008,CM,OC
1887,281560,OC,2901,190,2006,ES,OC
1888,225374,MBC,2902,190,5008,CS,MBC
1889,206068,BC,2903,190,1315,EE,BC
1890,318508,BC,2904,190,2006,ME,BC
1891,309973,BC,2905,190,2,CH,BC
1892,209775,BC,2906,190,2005,EC,OC
1893,226627,BC,2907,190,2006,BY,OC
1894,295239,OC,2909,190,2007,EC,OC
1895,207252,BC,2911,190,1315,EE,BC
1896,255736,MBC,2912,190,1315,CS,MBC
1897,329814,BC,2913,190,2006,BS,BC
1898,231843,MBC,2914,190,4,IM,MBC
1899,309319,BC,2917,190,2006,EE,BC
1900,239398,BC,2918,190,2006,ME,BC
1901,329335,BC,2919,190,2006,MF,OC
1902,200983,BC,2921,190,2006,RA,OC
1903,296752,OC,2922,190,5008,CM,OC
1904,200797,OC,2923,190,2377,EC,OC
1905,201157,BC,2924,190,1219,CS,BC
1906,210413,BC,2926,190,5008,CW,OC
1907,235498,BC,2928,190,5012,CC,OC
1908,232950,BC,2930,190,5008,CM,BC
1909,254452,BC,2931,190,2007,CM,BC
1910,253063,BC,2932,190,2712,AD,OC
1911,214763,OC,2934,190,1317,CS,OC
1912,292352,BC,2935,190,2007,CM,BC
1913,279123,BCM,2939,190,1,ME,BCM
1914,243609,OC,2940,190,1399,CS,OC
1915,276523,OC,2941,190,1317,BT,OC
1916,245754,OC,2942,190,1219,EC,OC
1917,206181,BC,2944,190,1,CE,BC
1918,249263,BC,2945,190,5008,CM,BC
1919,205434,BC,2947,190,5012,CC,OC
1920,202853,BC,2948,190,2007,EC,OC
1921,224830,BC,2949,190,2006,AS,OC
1922,219149,BC,2950,190,1315,ME,BC
1923,292860,BC,2951,190,2007,EC,OC
1924,340098,MBC,2953,190,2006,CM,MBC
1925,283935,BC,2954,190,2006,EE,BC
1926,212085,BC,2959,190,1219,CS,BC
1927,298654,BC,2960,190,1,GI,OC
1928,244437,MBC,2962,190,2006,ME,MBC
1929,242764,SC,2963,190,4,CS,SC
1930,257325,MBC,2964,190,2,IB,MBC
1931,225956,BC,2965,190,2006,EE,BC
1932,203152,BC,2967,190,2006,EE,BC
1933,299630,BC,2968,190,2007,CM,BC
1934,200727,BC,2969,190,1315,BM,BC
1935,331386,BC,2970,190,4,AU,OC
1936,226347,OC,2971,190,2,CL,OC
1937,300643,MBC,2973,190,4,IM,MBC
1938,276273,BC,2974,190,1,CE,BC
1939,208164,OC,2975,190,2,CL,OC
1940,245574,BC,2976,190,2377,EC,OC
1941,207872,OC,2977,190,1211,CS,OC
1942,216616,BC,2982,190,2005,CS,BC
1943,296823,OC,2984,190,1317,EC,OC
1944,237924,BC,2986,190,2,CH,BC
1945,224680,BC,2987,190,2,CH,BC
1946,217963,BC,2989,190,2006,CE,OC
1947,220817,BC,2991,190,2006,TX,OC
1948,229820,BC,2992,190,2007,EC,OC
1949,203042,BC,2994,190,1,CE,BC
1950,219645,BC,2995,190,5008,CM,BC
1951,219501,BC,2997,190,4,MF,BC
1952,259485,BC,2998,190,2007,CM,BC
1953,208489,BC,2999,190,1,CE,BC
1954,250741,BC,3000,190,2006,TX,OC
1955,305335,BC,3001,190,2007,EC,OC
1956,290326,BC,3003,190,2006,BY,OC
1957,201137,SCA,3005,190,2006,EE,SCA
1958,245920,BC,3008,190,2006,MF,OC
1959,297962,SC,3009,190,1,CM,SC
1960,203645,BC,3012,190,5008,CM,BC
1961,243440,BC,3013,190,2,IS,BC
1962,237913,BC,3014,190,1219,CS,BC
1963,306528,BC,3015,190,1,CE,BC
1964,322989,BC,3016,190,2712,CS,OC
1965,242301,BC,3017,190,4,MF,BC
1966,326037,BC,3020,190,5008,CM,BC
1967,257490,BC,3022,190,5008,CM,BC
1968,214596,BCM,3023,190,2006,EE,BCM
1969,274049,BC,3026,190,1317,CS,OC
1970,226062,OC,3027,190,1315,CH,OC
1971,220703,BC,3029,190,1219,CS,BC
1972,202311,OC,3031,190,2,PP,OC
1973,318160,OC,3032,190,1113,EC,OC
1974,202748,BC,3035,190,5008,CM,BC
1975,329267,BC,3036,190,2006,IY,OC
1976,220067,OC,3037,190,2007,IM,OC
1977,206587,BCM,3038,190,2006,CM,BCM
1978,248651,BC,3040,190,1219,CS,BC
1979,276817,OC,3041,190,5008,CW,OC
1980,227816,OC,3042,190,1,MA,OC
1981,272483,BC,3043,190,2377,EE,OC
1982,202603,OC,3044,190,2006,RA,OC
1983,356877,BC,3046,190,2005,CS,BC
1984,209147,BC,3048,190,1219,CS,BC
1985,240316,BC,3050,190,2,IS,BC
1986,203420,MBC,3051,190,1420,CS,OC
1987,205353,BC,3053,190,1219,CS,BC
1988,248164,BC,3054,190,5008,EE,OC
1989,233829,BC,3055,190,2006,MF,OC
1990,202925,BCM,3058,190,2006,EC,BCM
1991,218443,BC,3059,190,2006,BS,BC
1992,204215,BC,3060,190,1219,CS,BC
1993,231374,BC,3061,190,2007,CM,BC
1994,214050,BC,3062,190,4,AU,OC
1995,212953,BC,3063,190,2005,IT,OC
1996,271580,BC,3065,190,5012,CC,BC
1997,242896,OC,3070,190,2007,EC,OC
1998,210029,BC,3072,190,2007,ME,OC
1999,209681,BC,3073,190,1113,CS,OC
2000,347307,BC,3074,190,5008,EC,BC
2001,228306,BC,3075,190,1113,CS,OC
2002,215303,BC,3076,190,1,CE,BC
2003,205277,OC,3078,190,1219,AD,OC
2004,225590,BC,3079,190,5008,CM,BC
2005,305130,BC,3080,190,1113,EC,OC
2006,209476,OC,3082,190,2006,BY,OC
2007,241155,BC,3083,190,1,CE,BC
2008,280015,BC,3084,190,2006,MF,OC
2009,308260,MBC,3085,190,2005,EC,OC
2010,243991,MBC,3086,190,4,EM,MBC
2011,320910,MBC,3088,190,5008,CS,MBC
2012,205144,BC,3089,190,2377,EC,OC
2013,208152,BC,3090,190,2005,CS,BC
2014,241692,SC,3091,190,4,CS,SC
2015,308100,OC,3092,190,5010,CS,OC
2016,242876,BC,3093,190,1,GI,OC
2017,200774,OC,3095,190,1,IE,OC
2018,224796,BC,3096,190,5008,EC,BC
2019,299808,MBC,3097,190,4,EM,MBC
2020,275887,BC,3098,190,2,CH,BC
2021,227688,MBC,3100,190,4,IM,MBC
2022,222422,OC,3102,190,1211,CS,OC
2023,242440,BC,3104,190,5008,IM,OC
2024,294771,OC,3105,190,1,GI,OC
2025,210816,SC,3107,190,1,CM,SC
2026,212746,OC,3111,190,1219,IT,OC
2027,261423,OC,3112,190,2712,CS,OC
2028,253283,OC,3115,190,1211,BT,OC
2029,254456,BC,3116,190,2007,EE,OC
2030,250018,OC,3117,190,1419,CS,OC
2031,206259,BC,3118,190,2007,EC,OC
2032,220863,BC,3120,190,2007,EC,OC
2033,214954,BC,3122,190,1219,CS,BC
2034,322646,BC,3123,190,2,CH,BC
2035,225160,BC,3125,190,1450,EC,OC
2036,270296,BC,3126,190,1,IE,OC
2037,280513,OC,3128,190,4,AU,OC
2038,263839,BC,3130,190,2007,CM,BC
2039,224144,OC,3132,190,2006,MF,OC
2040,217028,BC,3133,190,2007,CM,BC
2041,256386,MBC,3134,190,4,EM,MBC
2042,253740,OC,3135,190,1419,IT,OC
2043,298475,SC,3136,190,1,ME,SC
2044,323192,OC,3137,190,1,IE,OC
2045,230610,BC,3140,190,2007,CM,BC
2046,237042,BC,3141,190,5008,CM,BC
2047,340463,BC,3143,190,5008,CW,OC
2048,321479,MBC,3146,190,1,ME,MBC
2049,281754,BCM,3147,190,1,CE,BCM
2050,215617,BC,3149,190,1,MI,OC
2051,226085,MBC,3150,190,4,IM,MBC
2052,208445,BC,3151,190,1211,BT,OC
2053,202236,BC,3152,190,2601,IT,OC
2054,272955,MBC,3153,190,1,BY,MBC
2055,227272,BC,3155,190,2006,RA,OC
2056,331934,BC,3156,190,5008,EC,BC
2057,213811,BC,3157,190,2007,IM,OC
2058,234043,MBC,3158,190,1315,EC,MBC
2059,205806,MBC,3161,190,1,ME,MBC
2060,200957,MBC,3162,190,1,ME,MBC
2061,256644,BC,3163,190,2007,IM,OC
2062,201421,BC,3165,190,2007,EC,BC
2063,225418,BC,3167,190,2005,CS,BC
2064,276295,BC,3174,190,2007,EE,OC
2065,335268,MBC,3175,190,2006,EC,MBC
2066,258367,BCM,3177,190,4,EM,BCM
2067,207846,BC,3180,190,2007,EC,BC
2068,261400,MBC,3181,190,4,IM,MBC
2069,233127,BC,3182,190,2007,IM,OC
2070,307280,OC,3183,190,1315,CH,OC
2071,228184,BC,3184,190,5008,EE,OC
2072,201417,BC,3185,190,1219,CS,BC
2073,223316,BC,3187,190,5008,EC,BC
2074,221222,BC,3188,190,2006,TT,OC
2075,209332,BC,3189,190,5008,CM,BC
2076,235168,SC,3190,190,4,CS,SC
2077,224442,BC,3191,190,2006,BS,BC
2078,206263,OC,3192,190,2006,MF,OC
2079,230582,BC,3193,190,2006,IY,OC
2080,227374,BC,3195,190,5008,CM,BC
2081,302793,MBC,3196,190,1,BY,MBC
2082,205125,BC,3197,190,2006,RA,OC
2083,209196,BC,3198,190,1219,CS,BC
2084,220119,BC,3199,190,1315,ME,BC
2085,273786,OC,3200,190,5008,IM,OC
2086,244141,OC,3201,190,2007,EM,OC
2087,202914,BC,3202,190,1315,ME,BC
2088,214497,BC,3203,190,1219,CS,BC
2089,218349,MBC,3204,190,2006,IM,MBC
2090,357903,BC,3205,190,2005,EC,OC
2091,260988,OC,3207,190,1315,CH,OC
2092,259277,BC,3209,190,4,AU,OC
2093,212103,BC,3211,190,2005,CS,BC
2094,276459,BC,3216,190,5008,EC,BC
2095,224958,OC,3219,190,2,CL,OC
2096,271530,BC,3221,190,1113,IT,OC
2097,260742,OC,3222,190,2,FS,OC
2098,232304,BC,3223,190,2006,MF,OC
2099,271782,BC,3225,190,1219,EC,OC
2100,262289,BC,3227,190,2005,CS,BC
2101,329923,BCM,3228,190,4,EM,BCM
2102,245789,BC,3230,190,1,CE,BC
2103,275431,BC,3231,190,1315,ME,BC
2104,261941,MBC,3232,190,1,ME,MBC
2105,262018,OC,3234,190,4,AU,OC
2106,251495,BC,3236,190,2007,EC,BC
2107,237449,BCM,3238,190,2006,EM,BCM
2108,203996,OC,3242,190,5008,IM,OC
2109,207949,BC,3243,190,1,CE,BC
2110,270797,OC,3244,190,4,AU,OC
2111,222569,BC,3246,190,1219,CS,BC
2112,223353,MBC,3247,190,4,IM,MBC
2113,260642,BCM,3248,190,1,CE,BCM
2114,209342,MBC,3249,190,1315,EC,MBC
2115,207077,BCM,3250,190,1315,CS,BCM
2116,277367,BC,3251,190,1219,CS,BC
2117,218669,MBC,3252,190,4,AE,MBC
2118,331758,BC,3254,190,1450,CS,OC
2119,271330,BC,3255,190,1315,ME,BC
2120,215214,MBC,3256,190,1,ME,MBC
2121,213401,BC,3259,190,2007,EC,BC
2122,206311,BC,3261,190,1315,CH,OC
2123,259975,BC,3262,190,1315,BM,BC
2124,246111,MBC,3263,190,4,EM,MBC
2125,271536,BC,3264,190,5012,CC,BC
2126,309495,OC,3266,190,1419,EE,OC
2127,223493,BC,3267,190,2006,BS,BC
2128,239838,MBC,3268,190,4,IM,MBC
2129,258822,SC,3270,190,1,EM,SC
2130,299652,BC,3271,190,5012,CC,BC
2131,261876,BC,3273,190,5008,CM,BC
2132,297019,MBC,3274,190,4,EM,MBC
2133,334833,BC,3275,190,2377,EC,OC
2134,247391,BC,3276,190,2006,RA,OC
2135,210794,BC,3277,190,2005,EC,OC
2136,275337,BC,3282,190,1,IE,OC
2137,258075,BC,3284,190,2,CH,BC
2138,339791,BC,3286,190,1,CE,BC
2139,358313,OC,3287,190,2007,ME,OC
2140,220688,BC,3289,190,3011,PH,OC
2141,201446,BC,3291,190,2,CL,OC
2142,209714,BC,3293,190,2006,BY,OC
2143,325583,BC,3294,190,2006,MF,OC
2144,230571,BC,3295,190,2007,IM,OC
2145,231983,BCM,3298,190,4,MF,BCM
2146,270418,BC,3299,190,2712,CS,OC
2147,234505,BC,3300,190,1304,EC,OC
2148,214229,BC,3301,190,1422,CS,OC
2149,202048,BC,3306,190,1315,ME,BC
2150,210091,BC,3307,190,2,FS,OC
2151,232959,BC,3308,190,1315,ME,BC
2152,264902,OC,3310,190,1306,BT,OC
2153,274132,BC,3314,190,1219,CS,BC
2154,218142,OC,3316,190,1219,EC,OC
2155,236526,BC,3317,190,2005,CS,BC
2156,214571,BC,3320,190,1,GI,BC
2157,227943,SC,3321,190,1,CE,SC
2158,209528,BC,3323,190,2007,IM,OC
2159,299619,BC,3325,190,2007,EC,BC
2160,244804,BC,3326,190,2712,CS,OC
2161,246216,BC,3328,190,2007,IM,OC
2162,237215,BC,3329,190,1315,ME,BC
2163,258641,BC,3330,190,1,MN,OC
2164,326068,BC,3332,190,1304,CS,OC
2165,235345,BC,3334,190,2005,CS,BC
2166,201240,BC,3335,190,1399,MZ,OC
2167,227959,BC,3337,190,5012,CC,BC
2168,306719,BC,3338,190,2006,MF,BC
2169,219393,BC,3339,190,1219,BT,OC
2170,300621,BC,3340,190,5008,IM,OC
2171,205992,OC,3341,190,2007,IM,OC
2172,213876,OC,3342,190,1113,CS,OC
2173,211481,BCM,3343,190,1315,EC,BCM
2174,206300,BC,3346,190,4,AU,OC
2175,226437,MBC,3348,190,2006,EC,MBC
2176,261121,OC,3351,190,2006,ES,OC
2177,221187,BC,3352,190,1315,BM,BC
2178,269974,BC,3353,190,2005,CS,BC
2179,275920,BC,3354,190,5008,EC,BC
2180,305949,BC,3356,190,4,PR,OC
2181,254126,BC,3357,190,2007,EC,BC
2182,255675,OC,3360,190,1399,CS,OC
2183,209377,MBC,3363,190,4,IM,MBC
2184,212798,BC,3366,190,1211,EC,OC
2185,269378,OC,3367,190,2,CL,OC
2186,212730,OC,3368,190,2712,CS,OC
2187,215811,MBC,3369,190,2006,EC,MBC
2188,218649,SC,3371,190,1,CM,SC
2189,275594,BC,3373,190,1304,CS,OC
2190,291234,SC,3374,190,2006,EC,SC
2191,258461,BC,3376,190,5008,IM,OC
2192,214390,MBC,3377,190,1,ME,MBC
2193,350167,BC,3378,190,2005,CS,BC
2194,227125,BC,3380,190,2006,MF,BC
2195,228576,BC,3381,190,1219,IT,OC
2196,306029,BC,3382,190,2005,CS,BC
2197,245573,BC,3383,190,1419,CS,OC
2198,227577,MBC,3384,190,4,EM,MBC
2199,212431,BC,3385,190,2,PM,OC
2200,253361,BC,3386,190,2007,IM,OC
2201,340814,BC,3387,190,4,RP,OC
2202,218983,BCM,3388,190,4,EI,BCM
2203,346136,MBC,3389,190,1,ME,MBC
2204,209186,MBC,3393,190,4,EM,MBC
2205,223694,BC,3394,190,2006,CE,OC
2206,256227,BC,3395,190,2006,MF,BC
2207,203055,OC,3396,190,1315,CH,OC
2208,219791,BC,3397,190,2,CH,BC
2209,256768,MBC,3402,190,4,EM,MBC
2210,228300,MBC,3403,190,1315,ME,MBC
2211,340196,BC,3404,190,1,GI,BC
2212,305140,MBC,3405,190,4,IM,MBC
2213,200627,BC,3406,190,1211,EC,OC
2214,272203,BC,3407,190,2377,EC,OC
2215,271864,OC,3408,190,4,AU,OC
2216,213599,BC,3409,190,1315,CH,OC
2217,207876,BC,3411,190,1315,ME,BC
2218,311696,BC,3412,190,2007,EM,OC
2219,276639,BC,3413,190,1315,ME,BC
2220,303738,MBC,3415,190,1,ME,MBC
2221,310833,OC,3419,190,1,MN,OC
2222,242372,OC,3420,190,1419,CS,OC
2223,201682,BC,3423,190,2006,BS,BC
2224,274657,MBC,3425,190,1,ME,MBC
2225,238298,BC,3426,190,5008,IM,OC
2226,241706,BC,3427,190,2007,EC,BC
2227,296262,BC,3428,190,2007,EE,OC
2228,224164,BC,3429,190,1,IE,OC
2229,204854,BC,3430,190,1,MN,OC
2230,267262,MBC,3432,190,4,EM,MBC
2231,207119,OC,3433,190,5901,CS,OC
2232,221201,BC,3435,190,1317,CS,OC
2233,200377,BC,3437,190,1315,ME,BC
2234,216568,BC,3438,190,2005,EC,OC
2235,221780,BC,3439,190,5012,CC,BC
2236,321866,MBC,3440,190,2622,CS,OC
2237,306431,BC,3441,190,2005,CS,BC
2238,242680,BC,3442,190,2005,CS,BC
2239,287913,BC,3444,190,2005,IT,OC
2240,321954,SC,3446,189.75,1,EE,SC
2241,272090,BC,3449,189.75,1,GI,BC
2242,332973,MBC,3452,189.75,4,IM,MBC
2243,253958,MBC,3453,189.75,2006,EC,MBC
2244,337458,MBC,3454,189.75,4,IM,MBC
2245,357610,BC,3455,189.75,2005,EC,OC
2246,295470,SC,3456,189.75,4,CS,SC
2247,230696,MBC,3457,189.6667,4,IM,MBC
2248,250495,BC,3458,189.6667,2007,EC,BC
2249,325696,MBC,3459,189.5,4,IM,MBC
2250,228105,BC,3460,189.5,1,IE,BC
2251,229856,BC,3461,189.5,2702,IT,OC
2252,296755,BC,3462,189.5,2006,RA,OC
2253,233732,BC,3463,189.5,2007,EC,BC
2254,264671,MBC,3464,189.5,4,EM,MBC
2255,266774,MBC,3465,189.5,2006,EC,MBC
2256,213219,SCA,3467,189.5,2006,ME,SCA
2257,205313,BC,3468,189.5,5008,IM,OC
2258,266632,BC,3469,189.5,5008,EM,OC
2259,284387,MBC,3470,189.5,4,IM,MBC
2260,283264,MBC,3471,189.5,2006,IM,MBC
2261,250100,BC,3472,189.5,2615,EE,OC
2262,255339,BC,3473,189.5,2377,EC,OC
2263,290428,BC,3475,189.5,1309,EC,OC
2264,228757,MBC,3476,189.5,4,IM,MBC
2265,266990,BCM,3477,189.5,2006,IM,BCM
2266,271400,MBC,3479,189.5,1,GI,MBC
2267,240498,BC,3480,189.5,2007,EC,BC
2268,233181,BC,3482,189.5,2006,IY,OC
2269,267276,MBC,3483,189.5,4,EM,MBC
2270,253113,MBC,3484,189.5,1315,EC,MBC
2271,241131,BC,3485,189.5,2007,EC,BC
2272,208081,BC,3488,189.5,2007,EC,BC
2273,300555,BC,3489,189.5,5008,EM,OC
2274,265754,MBC,3490,189.5,2006,EE,MBC
2275,251481,BC,3492,189.5,2007,EC,BC
2276,249950,BCM,3493,189.5,4,AE,BCM
2277,247330,MBC,3496,189.5,2007,CS,MBC
2278,309975,BC,3498,189.5,2007,EC,BC
2279,273992,SC,3499,189.5,1,EE,SC
2280,343358,BC,3500,189.5,2,PP,OC
2281,200236,MBC,3501,189.5,4,IM,MBC
2282,214367,BC,3502,189.5,2,FS,OC
2283,214977,OC,3504,189.5,2734,CS,OC
2284,245828,MBC,3505,189.5,4,EM,MBC
2285,282733,BC,3509,189.5,2005,CS,BC
2286,355305,MBC,3510,189.5,2006,EC,MBC
2287,232367,MBC,3511,189.5,2006,EC,MBC
2288,224751,BC,3512,189.5,1,GI,BC
2289,247991,BC,3514,189.5,2005,EC,OC
2290,307184,MBC,3517,189.5,2005,EI,OC
2291,344595,SC,3518,189.5,4,EC,SC
2292,279099,MBC,3519,189.5,4,IM,MBC
2293,299748,BC,3520,189.5,2006,CE,BC
2294,284896,OC,3521,189.5,2,CL,OC
2295,205745,BC,3522,189.5,1399,ME,OC
2296,222648,SC,3524,189.5,1,ME,SC
2297,211600,OC,3528,189.5,2712,CS,OC
2298,217272,BC,3529,189.5,2007,EC,BC
2299,256356,BC,3530,189.5,2005,EC,OC
2300,251659,MBC,3531,189.5,4,IM,MBC
2301,240502,BC,3532,189.5,2006,BS,BC
2302,260101,BC,3534,189.5,2006,BS,BC
2303,283146,BC,3535,189.5,1315,ME,BC
2304,223533,BC,3536,189.5,2,PM,OC
2305,338810,OC,3537,189.5,2005,IT,OC
2306,232484,BC,3538,189.5,1315,ME,BC
2307,215581,MBC,3539,189.5,1,ME,MBC
2308,340127,BC,3541,189.5,5008,ME,OC
2309,331972,BC,3542,189.5,2007,EE,OC
2310,201036,BC,3543,189.5,1315,ME,BC
2311,261418,BC,3545,189.5,2712,CS,OC
2312,245564,BC,3546,189.5,2,CL,OC
2313,272775,MBC,3548,189.5,1,BY,MBC
2314,204402,BC,3549,189.5,1304,EC,OC
2315,213078,OC,3550,189.5,5901,CS,OC
2316,221143,MBC,3552,189.5,2006,EC,MBC
2317,200637,MBC,3553,189.5,1315,IT,MBC
2318,221018,BC,3554,189.5,2712,EE,OC
2319,211984,OC,3555,189.5,5008,IM,OC
2320,227227,MBC,3556,189.5,1315,EC,MBC
2321,333627,BC,3557,189.5,2007,EE,OC
2322,347388,MBC,3563,189.5,2005,CS,MBC
2323,203692,MBC,3564,189.5,2006,BS,MBC
2324,356093,BC,3565,189.5,2006,MF,BC
2325,248337,BC,3566,189.5,2006,CE,BC
2326,310365,OC,3567,189.5,1219,AD,OC
2327,204801,BC,3568,189.5,2,CL,OC
2328,230661,BC,3572,189.5,5008,EC,BC
2329,225403,MBC,3573,189.5,1315,IT,MBC
2330,258475,MBC,3574,189.5,1,ME,MBC
2331,274426,BC,3575,189.5,2006,BY,OC
2332,221580,SC,3576,189.5,1,EM,SC
2333,273035,BC,3577,189.5,5008,EC,BC
2334,279937,BC,3580,189.5,1317,CS,OC
2335,254990,BC,3581,189.5,2007,EM,OC
2336,207360,BC,3582,189.5,1399,CS,OC
2337,215049,OC,3584,189.5,2006,MT,OC
2338,260390,SC,3585,189.5,4,EC,SC
2339,228697,MBC,3587,189.5,5008,CS,MBC
2340,255978,BC,3590,189.5,2007,IM,BC
2341,296485,BC,3593,189.5,2005,EC,OC
2342,201281,BC,3594,189.5,1315,CE,OC
2343,245823,OC,3595,189.5,5008,EE,OC
2344,260086,BC,3596,189.5,1315,ME,BC
2345,229677,OC,3599,189.5,4,AU,OC
2346,200717,OC,3600,189.5,2377,EC,OC
2347,216700,BC,3603,189.5,1317,CS,OC
2348,227616,BC,3604,189.5,1315,ME,BC
2349,202525,MBC,3605,189.5,1,ME,MBC
2350,223517,SC,3606,189.5,1,CM,SC
2351,306532,OC,3607,189.5,2006,BY,OC
2352,316546,BC,3608,189.5,2006,MS,OC
2353,208972,BC,3609,189.5,2005,IT,OC
2354,253260,MBC,3610,189.5,2,CH,MBC
2355,210336,OC,3612,189.5,2005,IB,OC
2356,223224,OC,3613,189.5,1399,AD,OC
2357,201374,BC,3614,189.5,2007,ME,OC
2358,201478,BC,3615,189.5,2006,BS,BC
