general_rank,cutoff,community,community_rank
18432,181.5,MBC,4569
18433,181.5,MBC,4570
18434,181.5,BC,10578
18435,181.5,MBC,4571
18436,181.5,MBC,4572
18437,181.5,SC,1072
18438,181.5,BC,10579
18439,181.5,MBC,4573
18440,181.5,SC,1073
18441,181.5,MBC,4574
18442,181.5,BCM,818
18443,181.5,BC,10580
18444,181.5,BC,10581
18445,181.5,BCM,819
18446,181.5,MBC,4575
18447,181.5,MBC,4576
18448,181.5,SC,1074
18449,181.5,BC,10582
18450,181.5,BC,10583
18451,181.5,MBC,4577
18452,181.5,BC,10584
18453,181.5,MBC,4578
18454,181.5,BC,10585
18455,181.5,MBC,4579
18456,181.5,BC,10586
18457,181.5,SC,1075
18458,181.5,BC,10587
18459,181.5,BC,10588
18460,181.5,MBC,4580
18461,181.5,BC,10589
18462,181.5,MBC,4581
18463,181.5,BC,10590
18464,181.5,BC,10591
18465,181.5,BC,10592
18466,181.5,BCM,820
18467,181.5,BC,10593
18468,181.5,BC,10594
18469,181.5,BC,10595
18470,181.5,MBC,4582
18471,181.5,BC,10596
18472,181.5,MBC,4583
18473,181.5,BC,10597
18474,181.5,BC,10598
18475,181.5,SC,1076
18476,181.5,BC,10599
18477,181.5,BC,10600
18478,181.5,BC,10601
18479,181.5,BC,10602
18480,181.5,BC,10603
18481,181.5,BC,10604
18482,181.5,MBC,4584
18483,181.5,BC,10605
18484,181.5,BC,10606
18485,181.5,BC,10607
18486,181.5,BC,10608
18487,181.5,SC,1077
18488,181.5,BC,10609
18489,181.5,BC,10610
18490,181.5,MBC,4585
18491,181.5,OC,
18492,181.5,BC,10611
18493,181.5,BC,10612
18494,181.5,MBC,4586
18495,181.5,BC,10613
18496,181.5,BC,10614
18497,181.5,BC,10615
18498,181.5,BC,10616
18499,181.5,MBC,4587
18500,181.5,SC,1078
18501,181.5,BC,10617
18502,181.5,OC,
18503,181.5,BC,10618
18504,181.5,SC,1079
18505,181.5,BC,10619
18506,181.5,BC,10620
18507,181.5,BC,10621
18508,181.5,MBC,4588
18509,181.5,BC,10622
18510,181.5,MBC,4589
18511,181.5,MBC,4590
18512,181.5,BC,10623
18513,181.5,BC,10624
18514,181.5,BCM,821
18515,181.5,BC,10625
18516,181.5,BC,10626
18517,181.5,ST,31
18518,181.5,MBC,4591
18519,181.5,BC,10627
18520,181.5,BC,10628
18521,181.5,BC,10629
18522,181.5,BC,10630
18523,181.5,MBC,4592
18524,181.5,BC,10631
18525,181.5,BC,10632
18526,181.5,BC,10633
18527,181.5,BC,10634
18528,181.5,BC,10635
18529,181.5,MBC,4593
18530,181.5,BC,10636
18531,181.5,BC,10637
18532,181.5,SC,1080
18533,181.5,OC,
18534,181.5,BC,10638
18535,181.5,BC,10639
18536,181.5,MBC,4594
18537,181.5,BC,10640
18538,181.5,MBC,4595
18539,181.5,BC,10641
18540,181.5,MBC,4596
18541,181.5,MBC,4597
18542,181.5,MBC,4598
18543,181.5,BC,10642
18544,181.5,BC,10643
18545,181.5,MBC,4599
18546,181.5,MBC,4600
18547,181.5,BC,10644
18548,181.5,SC,1081
18549,181.5,MBC,4601
18550,181.5,OC,
18551,181.5,MBC,4602
18552,181.5,BC,10645
18553,181.5,MBC,4603
18554,181.5,BC,10646
18555,181.5,BC,10647
18556,181.5,MBC,4604
18557,181.5,BC,10648
18558,181.5,BC,10649
18559,181.5,BC,10650
18560,181.5,MBC,4605
18561,181.5,BC,10651
18562,181.5,MBC,4606
18563,181.5,SC,1082
18564,181.5,MBC,4607
18565,181.5,BC,10652
18566,181.5,BC,10653
18567,181.495,MBC,4608
18568,181.38,BCM,822
18569,181.34,BCM,823
18570,181.333,BC,10654
18571,181.33,SC,1083
18572,181.155,MBC,4609
18573,181.065,BCM,824
18574,181.0,SC,1084
18575,181.0,SC,1085
18576,181.0,BC,10655
18577,181.0,MBC,4610
18578,181.0,BCM,825
18579,181.0,BC,10656
18580,181.0,SC,1086
18581,181.0,BC,10657
18582,181.0,SC,1087
18583,181.0,BCM,826
18584,181.0,BC,10658
18585,181.0,BC,10659
18586,181.0,BC,10660
18587,181.0,SC,1088
18588,181.0,SC,1089
18589,181.0,MBC,4611
18590,181.0,BCM,827
18591,181.0,BC,10661
18592,181.0,BC,10662
18593,181.0,BC,10663
18594,181.0,MBC,4612
18595,181.0,BC,10664
18596,181.0,BC,10665
18597,181.0,BC,10666
18598,181.0,MBC,4613
18599,181.0,BC,10667
18600,181.0,BC,10668
18601,181.0,BC,10669
18602,181.0,BC,10670
18603,181.0,MBC,4614
18604,181.0,BC,10671
18605,181.0,SC,1090
18606,181.0,BC,10672
18607,181.0,BC,10673
18608,181.0,BC,10674
18609,181.0,BC,10675
18610,181.0,MBC,4615
18611,181.0,MBC,4616
18612,181.0,BC,10676
18613,181.0,BC,10677
18614,181.0,MBC,4617
18615,181.0,BC,10678
18616,181.0,MBC,4618
18617,181.0,MBC,4619
18618,181.0,MBC,4620
18619,181.0,BCM,828
18620,181.0,BC,10679
18621,181.0,BC,10680
18622,181.0,BC,10681
18623,181.0,BC,10682
18624,181.0,MBC,4621
18625,181.0,MBC,4622
18626,181.0,BC,10683
18627,181.0,BC,10684
18628,181.0,BCM,829
18629,181.0,SC,1091
18630,181.0,BC,10685
18631,181.0,MBC,4623
18632,181.0,BC,10686
18633,181.0,BC,10687
18634,181.0,OC,
18635,181.0,BC,10688
18636,181.0,MBC,4624
18637,181.0,BC,10689
18638,181.0,BC,10690
18639,181.0,MBC,4625
18640,181.0,BC,10691
18641,181.0,BC,10692
18642,181.0,BC,10693
18643,181.0,BC,10694
18644,181.0,BC,10695
18645,181.0,BC,10696
18646,181.0,MBC,4626
18647,181.0,BCM,830
18648,181.0,SC,1092
18649,181.0,BC,10697
18650,181.0,SC,1093
18651,181.0,BCM,831
18652,181.0,MBC,4627
18653,181.0,BC,10698
18654,181.0,BC,10699
18655,181.0,MBC,4628
18656,181.0,BC,10700
18657,181.0,BC,10701
18658,181.0,BC,10702
18659,181.0,ST,32
18660,181.0,SC,1094
18661,181.0,MBC,4629
18662,181.0,MBC,4630
18663,181.0,BC,10703
18664,181.0,MBC,4631
18665,181.0,BCM,832
18666,181.0,BC,10704
18667,181.0,BC,10705
18668,181.0,BC,10706
18669,181.0,BC,10707
18670,181.0,MBC,4632
18671,181.0,BC,10708
18672,181.0,BC,10709
18673,181.0,MBC,4633
18674,181.0,MBC,4634
18675,181.0,BC,10710
18676,181.0,MBC,4635
18677,181.0,BC,10711
18678,181.0,SC,1095
18679,181.0,BC,10712
18680,181.0,OC,
18681,181.0,BC,10713
18682,181.0,BC,10714
18683,181.0,BC,10715
18684,181.0,MBC,4636
18685,181.0,BC,10716
18686,181.0,BC,10717
18687,181.0,BC,10718
18688,181.0,MBC,4637
18689,181.0,BC,10719
18690,181.0,OC,
18691,181.0,SC,1096
18692,181.0,BC,10720
18693,181.0,BC,10721
18694,181.0,MBC,4638
18695,181.0,SC,1097
18696,181.0,BC,10722
18697,181.0,BC,10723
18698,181.0,BC,10724
18699,181.0,BC,10725
18700,181.0,BC,10726
18701,181.0,BC,10727
18702,181.0,MBC,4639
18703,181.0,MBC,4640
18704,181.0,BC,10728
18705,181.0,BC,10729
18706,181.0,BC,10730
18707,181.0,BC,10731
18708,181.0,MBC,4641
18709,181.0,SC,1098
18710,181.0,MBC,4642
18711,181.0,BCM,833
18712,181.0,BC,10732
18713,181.0,BC,10733
18714,181.0,MBC,4643
18715,181.0,MBC,4644
18716,181.0,BC,10734
18717,181.0,MBC,4645
18718,181.0,BC,10735
18719,181.0,BC,10736
18720,181.0,BCM,834
18721,181.0,BC,10737
18722,181.0,MBC,4646
18723,181.0,BC,10738
18724,181.0,BC,10739
18725,181.0,OC,
18726,181.0,MBC,4647
18727,181.0,BCM,835
18728,181.0,BC,10740
18729,181.0,BC,10741
18730,181.0,BC,10742
18731,181.0,OC,
18732,181.0,SC,1099
18733,181.0,SC,1100
18734,181.0,BC,10743
18735,181.0,MBC,4648
18736,181.0,OC,
18737,181.0,BC,10744
18738,181.0,MBC,4649
18739,181.0,MBC,4650
18740,181.0,BC,10745
18741,181.0,MBC,4651
18742,181.0,MBC,4652
18743,181.0,BC,10746
18744,181.0,BC,10747
18745,181.0,BC,10748
18746,181.0,BC,10749
18747,181.0,MBC,4653
18748,181.0,MBC,4654
18749,181.0,MBC,4655
18750,181.0,BC,10750
18751,181.0,MBC,4656
18752,181.0,BC,10751
18753,181.0,SC,1101
18754,181.0,OC,
18755,181.0,BC,10752
18756,181.0,BC,10753
18757,181.0,MBC,4657
18758,181.0,BC,10754
18759,181.0,MBC,4658
18760,181.0,OC,
18761,181.0,OC,
18762,181.0,MBC,4659
18763,181.0,BC,10755
18764,181.0,SCA,121
18765,181.0,BC,10756
18766,181.0,MBC,4660
18767,181.0,BC,10757
18768,181.0,OC,
18769,181.0,BC,10758
18770,181.0,BC,10759
18771,181.0,BC,10760
18772,181.0,MBC,4661
18773,181.0,BC,10761
18774,181.0,BC,10762
18775,181.0,MBC,4662
18776,181.0,MBC,4663
18777,181.0,OC,
18778,181.0,BC,10763
18779,181.0,BCM,836
18780,181.0,BC,10764
18781,181.0,MBC,4664
18782,181.0,MBC,4665
18783,181.0,MBC,4666
18784,181.0,BC,10765
18785,181.0,BC,10766
18786,181.0,MBC,4667
18787,181.0,BC,10767
18788,181.0,BC,10768
18789,181.0,BC,10769
18790,181.0,BC,10770
18791,181.0,SC,1102
18792,181.0,BCM,837
18793,181.0,OC,
18794,181.0,SCA,122
18795,181.0,MBC,4668
18796,181.0,MBC,4669
18797,181.0,BC,10771
18798,181.0,BC,10772
18799,181.0,BC,10773
18800,181.0,BCM,838
18801,181.0,BC,10774
18802,181.0,BC,10775
18803,181.0,BC,10776
18804,181.0,BC,10777
18805,181.0,BC,10778
18806,181.0,BC,10779
18807,181.0,BC,10780
18808,181.0,BC,10781
18809,181.0,BC,10782
18810,181.0,BC,10783
18811,181.0,BC,10784
18812,181.0,MBC,4670
18813,181.0,SC,1103
18814,181.0,BC,10785
18815,181.0,BC,10786
18816,181.0,MBC,4671
18817,181.0,MBC,4672
18818,181.0,BC,10787
18819,181.0,MBC,4673
18820,181.0,ST,33
18821,181.0,BC,10788
18822,181.0,BC,10789
18823,181.0,MBC,4674
18824,181.0,MBC,4675
18825,181.0,BC,10790
18826,181.0,BC,10791
18827,181.0,BC,10792
18828,181.0,BC,10793
18829,181.0,MBC,4676
18830,181.0,OC,
18831,181.0,BC,10794
18832,181.0,BC,10795
18833,181.0,MBC,4677
18834,181.0,BC,10796
18835,181.0,MBC,4678
18836,181.0,SC,1104
18837,181.0,BC,10797
18838,181.0,MBC,4679
18839,181.0,BC,10798
18840,181.0,MBC,4680
18841,181.0,OC,
18842,181.0,BC,10799
18843,181.0,MBC,4681
18844,181.0,BC,10800
18845,181.0,MBC,4682
18846,181.0,MBC,4683
18847,181.0,BCM,839
18848,181.0,MBC,4684
18849,181.0,BCM,840
18850,181.0,BC,10801
18851,181.0,BC,10802
18852,181.0,BC,10803
18853,181.0,BC,10804
18854,181.0,BC,10805
18855,181.0,BC,10806
18856,181.0,BC,10807
18857,181.0,BC,10808
18858,181.0,BC,10809
18859,181.0,MBC,4685
18860,181.0,BCM,841
18861,181.0,BC,10810
18862,181.0,MBC,4686
18863,181.0,BC,10811
18864,181.0,BC,10812
18865,181.0,BC,10813
18866,181.0,BC,10814
18867,181.0,SC,1105
18868,181.0,MBC,4687
18869,181.0,BC,10815
18870,181.0,OC,
18871,181.0,BC,10816
18872,181.0,BC,10817
18873,181.0,BC,10818
18874,181.0,OC,
18875,181.0,MBC,4688
18876,181.0,OC,
18877,181.0,OC,
18878,181.0,BC,10819
18879,181.0,MBC,4689
18880,181.0,SC,1106
18881,181.0,BC,10820
18882,181.0,OC,
18883,181.0,SC,1107
18884,181.0,OC,
18885,181.0,BC,10821
18886,181.0,SC,1108
18887,181.0,BC,10822
18888,181.0,BCM,842
18889,181.0,OC,
18890,181.0,MBC,4690
18891,181.0,MBC,4691
18892,181.0,MBC,4692
18893,181.0,MBC,4693
18894,181.0,BC,10823
18895,181.0,MBC,4694
18896,181.0,BC,10824
18897,181.0,SC,1109
18898,181.0,BC,10825
18899,181.0,BC,10826
18900,181.0,MBC,4695
18901,181.0,BCM,843
18902,181.0,BC,10827
18903,181.0,BC,10828
18904,181.0,MBC,4696
18905,181.0,BC,10829
18906,181.0,MBC,4697
18907,181.0,BC,10830
18908,181.0,BC,10831
18909,181.0,BC,10832
18910,181.0,MBC,4698
18911,181.0,MBC,4699
18912,181.0,SC,1110
18913,181.0,BC,10833
18914,181.0,BC,10834
18915,181.0,BC,10835
18916,181.0,BC,10836
18917,181.0,MBC,4700
18918,181.0,BC,10837
18919,181.0,BC,10838
18920,181.0,BC,10839
18921,181.0,BCM,844
18922,181.0,BCM,845
18923,181.0,BC,10840
18924,181.0,OC,
18925,181.0,BC,10841
18926,181.0,BC,10842
18927,181.0,BC,10843
18928,181.0,MBC,4701
18929,181.0,BC,10844
18930,181.0,BCM,846
18931,181.0,MBC,4702
18932,181.0,MBC,4703
18933,181.0,BC,10845
18934,181.0,MBC,4704
18935,181.0,MBC,4705
18936,181.0,BC,10846
18937,181.0,MBC,4706
18938,181.0,MBC,4707
18939,181.0,OC,
18940,181.0,BC,10847
18941,181.0,BC,10848
18942,181.0,BC,10849
18943,181.0,MBC,4708
18944,181.0,BC,10850
18945,181.0,BC,10851
18946,181.0,OC,
18947,181.0,BC,10852
18948,181.0,MBC,4709
18949,181.0,MBC,4710
18950,181.0,MBC,4711
18951,181.0,OC,
18952,181.0,BC,10853
18953,181.0,BC,10854
18954,181.0,MBC,4712
18955,181.0,MBC,4713
18956,181.0,BC,10855
18957,181.0,MBC,4714
18958,181.0,BCM,847
18959,181.0,MBC,4715
18960,181.0,BC,10856
18961,181.0,MBC,4716
18962,181.0,MBC,4717
18963,181.0,BC,10857
18964,181.0,OC,
18965,181.0,MBC,4718
18966,181.0,BC,10858
18967,181.0,BC,10859
18968,181.0,BC,10860
18969,181.0,BC,10861
18970,181.0,MBC,4719
18971,181.0,BC,10862
18972,181.0,BC,10863
18973,181.0,BC,10864
18974,181.0,BC,10865
18975,181.0,MBC,4720
18976,181.0,MBC,4721
18977,181.0,BC,10866
18978,181.0,BC,10867
18979,181.0,BC,10868
18980,181.0,SC,1111
18981,181.0,SC,1112
18982,181.0,BC,10869
18983,181.0,BC,10870
18984,181.0,MBC,4722
18985,181.0,SC,1113
18986,181.0,BC,10871
18987,181.0,BC,10872
18988,181.0,BC,10873
18989,181.0,BC,10874
18990,181.0,BCM,848
18991,181.0,OC,
18992,181.0,BC,10875
18993,181.0,SC,1114
18994,181.0,MBC,4723
18995,181.0,MBC,4724
18996,181.0,BC,10876
18997,181.0,MBC,4725
18998,181.0,BC,10877
18999,181.0,MBC,4726
19000,181.0,MBC,4727
19001,181.0,MBC,4728
19002,181.0,OC,
19003,181.0,MBC,4729
19004,181.0,BCM,849
19005,181.0,BC,10878
19006,181.0,BC,10879
19007,181.0,MBC,4730
19008,181.0,BC,10880
19009,181.0,BCM,850
19010,181.0,BC,10881
19011,181.0,BC,10882
19012,181.0,BC,10883
19013,181.0,BC,10884
19014,181.0,BC,10885
19015,181.0,BC,10886
19016,181.0,BC,10887
19017,181.0,MBC,4731
19018,181.0,BC,10888
19019,181.0,MBC,4732
19020,181.0,BC,10889
19021,181.0,MBC,4733
19022,181.0,BC,10890
19023,181.0,MBC,4734
19024,181.0,BC,10891
19025,181.0,BC,10892
19026,181.0,BC,10893
19027,181.0,BC,10894
19028,181.0,MBC,4735
19029,181.0,MBC,4736
19030,181.0,BC,10895
19031,181.0,BC,10896
19032,181.0,BC,10897
19033,181.0,BC,10898
19034,181.0,SC,1115
19035,181.0,BC,10899
19036,181.0,BC,10900
19037,181.0,BCM,851
19038,181.0,BC,10901
19039,181.0,OC,
19040,181.0,MBC,4737
19041,181.0,MBC,4738
19042,181.0,BC,10902
19043,181.0,BC,10903
19044,181.0,MBC,4739
19045,181.0,MBC,4740
19046,181.0,BC,10904
19047,181.0,MBC,4741
19048,181.0,SC,1116
19049,181.0,BC,10905
19050,181.0,MBC,4742
19051,181.0,MBC,4743
19052,181.0,MBC,4744
19053,181.0,SC,1117
19054,181.0,BC,10906
19055,181.0,SC,1118
19056,181.0,SC,1119
19057,181.0,SC,1120
19058,181.0,MBC,4745
19059,181.0,BC,10907
19060,181.0,BC,10908
19061,181.0,BC,10909
19062,181.0,BC,10910
19063,181.0,MBC,4746
19064,181.0,BC,10911
19065,181.0,OC,
19066,181.0,BC,10912
19067,181.0,MBC,4747
19068,181.0,BC,10913
19069,181.0,BC,10914
19070,181.0,BC,10915
19071,181.0,MBC,4748
19072,181.0,BC,10916
19073,181.0,MBC,4749
19074,181.0,BC,10917
19075,181.0,OC,
19076,181.0,MBC,4750
19077,181.0,MBC,4751
19078,181.0,MBC,4752
19079,181.0,SC,1121
19080,181.0,MBC,4753
19081,181.0,BC,10918
19082,181.0,MBC,4754
19083,181.0,BC,10919
19084,181.0,BC,10920
19085,181.0,OC,
19086,181.0,MBC,4755
19087,181.0,BC,10921
19088,181.0,BC,10922
19089,181.0,BC,10923
19090,181.0,BC,10924
19091,181.0,BC,10925
19092,181.0,BCM,852
19093,181.0,BC,10926
19094,181.0,BC,10927
19095,181.0,MBC,4756
19096,181.0,BCM,853
19097,181.0,BC,10928
19098,181.0,ST,34
19099,181.0,BC,10929
19100,181.0,BC,10930
19101,181.0,MBC,4757
19102,181.0,OC,
19103,181.0,BC,10931
19104,181.0,MBC,4758
19105,181.0,MBC,4759
19106,181.0,OC,
19107,181.0,BC,10932
19108,181.0,OC,
19109,181.0,BC,10933
19110,181.0,BCM,854
19111,181.0,OC,
19112,181.0,SC,1122
19113,181.0,MBC,4760
19114,181.0,BC,10934
19115,181.0,BC,10935
19116,181.0,BC,10936
19117,181.0,BC,10937
19118,181.0,BC,10938
19119,181.0,BC,10939
19120,181.0,BC,10940
19121,181.0,BC,10941
19122,181.0,BC,10942
19123,181.0,BC,10943
19124,181.0,BC,10944
19125,181.0,BCM,855
19126,181.0,BC,10945
19127,181.0,MBC,4761
19128,181.0,MBC,4762
19129,181.0,BC,10946
19130,181.0,SC,1123
19131,181.0,BC,10947
19132,181.0,BCM,856
19133,181.0,BC,10948
19134,181.0,BC,10949
19135,181.0,BC,10950
19136,181.0,BC,10951
19137,181.0,BC,10952
19138,181.0,OC,
19139,181.0,BC,10953
19140,181.0,BCM,857
19141,181.0,BC,10954
19142,181.0,MBC,4763
19143,181.0,BC,10955
19144,181.0,BC,10956
19145,181.0,MBC,4764
19146,181.0,BC,10957
19147,181.0,BC,10958
19148,181.0,BC,10959
19149,181.0,BC,10960
19150,181.0,BC,10961
19151,181.0,MBC,4765
19152,181.0,BC,10962
19153,181.0,OC,
19154,181.0,BC,10963
19155,181.0,MBC,4766
19156,181.0,BC,10964
19157,181.0,BC,10965
19158,181.0,MBC,4767
19159,181.0,BC,10966
19160,181.0,BC,10967
19161,181.0,BC,10968
19162,181.0,BC,10969
19163,181.0,BC,10970
19164,181.0,BC,10971
19165,181.0,BC,10972
19166,181.0,MBC,4768
19167,181.0,MBC,4769
19168,181.0,BCM,858
19169,181.0,MBC,4770
19170,181.0,BC,10973
19171,181.0,BC,10974
19172,181.0,BC,10975
19173,181.0,BC,10976
19174,181.0,MBC,4771
19175,181.0,BC,10977
19176,181.0,BC,10978
19177,181.0,BC,10979
19178,181.0,BCM,859
19179,181.0,OC,
19180,181.0,BC,10980
19181,181.0,BC,10981
19182,181.0,SC,1124
19183,181.0,MBC,4772
19184,181.0,BC,10982
19185,181.0,BC,10983
19186,181.0,SC,1125
19187,181.0,BC,10984
19188,181.0,BC,10985
19189,181.0,BC,10986
19190,181.0,MBC,4773
19191,181.0,MBC,4774
19192,181.0,OC,
19193,181.0,BC,10987
19194,181.0,BC,10988
19195,181.0,BC,10989
19196,181.0,MBC,4775
19197,181.0,BC,10990
19198,181.0,MBC,4776
19199,181.0,BC,10991
19200,181.0,BC,10992
19201,181.0,BC,10993
19202,181.0,OC,
19203,181.0,SC,1126
19204,181.0,SCA,123
19205,181.0,BCM,860
19206,181.0,BC,10994
19207,181.0,MBC,4777
19208,181.0,MBC,4778
19209,181.0,OC,
19210,181.0,MBC,4779
19211,181.0,BC,10995
19212,181.0,BC,10996
19213,181.0,OC,
19214,181.0,MBC,4780
19215,181.0,MBC,4781
19216,181.0,BC,10997
19217,181.0,MBC,4782
19218,181.0,BC,10998
19219,181.0,BC,10999
19220,181.0,BC,11000
19221,181.0,BC,11001
19222,181.0,BC,11002
19223,181.0,MBC,4783
19224,181.0,SC,1127
19225,181.0,BC,11003
19226,181.0,BC,11004
19227,181.0,BC,11005
19228,181.0,SC,1128
19229,181.0,MBC,4784
19230,181.0,BC,11006
19231,181.0,BC,11007
19232,181.0,BC,11008
19233,181.0,MBC,4785
19234,181.0,BC,11009
19235,181.0,BCM,861
19236,181.0,OC,
19237,181.0,BC,11010
19238,181.0,MBC,4786
19239,181.0,BC,11011
19240,181.0,BC,11012
19241,181.0,BC,11013
19242,181.0,BC,11014
19243,181.0,BC,11015
19244,181.0,MBC,4787
19245,181.0,BCM,862
19246,181.0,BC,11016
19247,181.0,MBC,4788
19248,181.0,OC,
19249,181.0,BC,11017
19250,181.0,MBC,4789
19251,181.0,BC,11018
19252,181.0,OC,
19253,181.0,BC,11019
19254,181.0,BC,11020
19255,181.0,BCM,863
19256,181.0,BC,11021
19257,181.0,MBC,4790
19258,181.0,MBC,4791
19259,181.0,BC,11022
19260,181.0,MBC,4792
19261,181.0,BC,11023
19262,181.0,MBC,4793
19263,181.0,BC,11024
19264,181.0,BC,11025
19265,181.0,BC,11026
19266,181.0,BC,11027
19267,181.0,BC,11028
19268,181.0,MBC,4794
19269,181.0,BC,11029
19270,181.0,BC,11030
19271,181.0,MBC,4795
19272,181.0,BCM,864
19273,181.0,BC,11031
19274,181.0,MBC,4796
19275,181.0,BC,11032
19276,181.0,BC,11033
19277,181.0,BC,11034
19278,181.0,BC,11035
19279,181.0,SC,1129
19280,181.0,BC,11036
19281,181.0,BC,11037
19282,181.0,OC,
19283,181.0,BC,11038
19284,181.0,MBC,4797
19285,181.0,MBC,4798
19286,181.0,SC,1130
19287,181.0,MBC,4799
19288,181.0,BC,11039
19289,181.0,BC,11040
19290,181.0,BCM,865
19291,181.0,OC,
19292,181.0,MBC,4800
19293,181.0,BC,11041
19294,181.0,BC,11042
19295,181.0,BC,11043
19296,181.0,BC,11044
19297,181.0,BC,11045
19298,181.0,BC,11046
19299,181.0,OC,
19300,181.0,MBC,4801
19301,181.0,MBC,4802
19302,181.0,BC,11047
19303,181.0,BC,11048
19304,181.0,BC,11049
19305,181.0,BC,11050
19306,181.0,BC,11051
19307,181.0,BC,11052
19308,181.0,BC,11053
19309,181.0,SC,1131
19310,181.0,MBC,4803
19311,181.0,BC,11054
19312,181.0,BC,11055
19313,181.0,BC,11056
19314,181.0,BC,11057
19315,181.0,BC,11058
19316,181.0,SC,1132
19317,181.0,BC,11059
19318,181.0,BC,11060
19319,181.0,BC,11061
19320,181.0,MBC,4804
19321,181.0,MBC,4805
19322,181.0,MBC,4806
19323,181.0,BC,11062
19324,181.0,BC,11063
19325,181.0,MBC,4807
19326,181.0,MBC,4808
19327,181.0,BC,11064
19328,181.0,BC,11065
19329,181.0,BC,11066
19330,181.0,BC,11067
19331,181.0,BC,11068
19332,181.0,BC,11069
19333,181.0,BC,11070
19334,181.0,BC,11071
19335,181.0,BC,11072
19336,181.0,BC,11073
19337,181.0,BC,11074
19338,181.0,MBC,4809
19339,181.0,BC,11075
19340,181.0,BC,11076
19341,181.0,OC,
19342,181.0,BC,11077
19343,181.0,MBC,4810
19344,181.0,BC,11078
19345,181.0,MBC,4811
19346,181.0,BC,11079
19347,181.0,OC,
19348,181.0,BC,11080
19349,181.0,OC,
19350,181.0,BC,11081
19351,181.0,BC,11082
19352,181.0,MBC,4812
19353,181.0,BC,11083
19354,181.0,SC,1133
19355,181.0,MBC,4813
19356,181.0,OC,
19357,181.0,MBC,4814
19358,181.0,BC,11084
19359,181.0,OC,
19360,181.0,MBC,4815
19361,181.0,BC,11085
19362,181.0,BC,11086
19363,181.0,BC,11087
19364,181.0,OC,
19365,181.0,MBC,4816
19366,181.0,BC,11088
19367,181.0,BC,11089
19368,181.0,BC,11090
19369,181.0,OC,
19370,181.0,BC,11091
19371,181.0,MBC,4817
19372,181.0,BC,11092
19373,181.0,BCM,866
19374,181.0,BC,11093
19375,181.0,BC,11094
19376,181.0,SC,1134
19377,181.0,MBC,4818
19378,181.0,BC,11095
19379,181.0,MBC,4819
19380,181.0,SC,1135
19381,181.0,BC,11096
19382,181.0,BC,11097
19383,181.0,BCM,867
19384,181.0,BC,11098
19385,181.0,SC,1136
19386,181.0,BC,11099
19387,181.0,BC,11100
19388,181.0,BC,11101
19389,181.0,OC,
19390,181.0,MBC,4820
19391,181.0,BC,11102
19392,181.0,BC,11103
19393,181.0,MBC,4821
19394,181.0,BC,11104
19395,181.0,MBC,4822
19396,181.0,BCM,868
19397,181.0,BC,11105
19398,181.0,BC,11106
19399,181.0,BC,11107
19400,181.0,BC,11108
19401,181.0,BC,11109
19402,181.0,BC,11110
19403,181.0,SC,1137
19404,181.0,BC,11111
19405,181.0,BC,11112
19406,181.0,BC,11113
19407,181.0,BC,11114
19408,181.0,BC,11115
19409,181.0,MBC,4823
19410,181.0,MBC,4824
19411,181.0,BC,11116
19412,181.0,MBC,4825
19413,181.0,BC,11117
19414,181.0,MBC,4826
19415,181.0,SC,1138
19416,181.0,MBC,4827
19417,181.0,BC,11118
19418,181.0,MBC,4828
19419,181.0,BC,11119
19420,181.0,BC,11120
19421,181.0,SC,1139
19422,181.0,BC,11121
19423,181.0,OC,
19424,181.0,BC,11122
19425,181.0,SC,1140
19426,181.0,MBC,4829
19427,181.0,BC,11123
19428,181.0,BC,11124
19429,181.0,MBC,4830
19430,181.0,SC,1141
19431,181.0,MBC,4831
19432,181.0,BC,11125
19433,181.0,MBC,4832
19434,181.0,MBC,4833
19435,181.0,OC,
19436,181.0,BCM,869
19437,181.0,BC,11126
19438,181.0,MBC,4834
19439,181.0,SC,1142
19440,181.0,BC,11127
19441,180.865,BCM,870
19442,180.735,BC,11128
19443,180.667,BC,11129
19444,180.635,SC,1143
19445,180.5,BC,11130
19446,180.5,MBC,4835
19447,180.5,BC,11131
19448,180.5,MBC,4836
19449,180.5,MBC,4837
19450,180.5,BC,11132
19451,180.5,BC,11133
19452,180.5,MBC,4838
19453,180.5,MBC,4839
19454,180.5,MBC,4840
19455,180.5,MBC,4841
19456,180.5,BC,11134
19457,180.5,BC,11135
19458,180.5,MBC,4842
19459,180.5,OC,
19460,180.5,BC,11136
19461,180.5,BC,11137
19462,180.5,MBC,4843
19463,180.5,SC,1144
19464,180.5,SCA,124
19465,180.5,MBC,4844
19466,180.5,MBC,4845
19467,180.5,BC,11138
19468,180.5,BC,11139
19469,180.5,ST,35
19470,180.5,BC,11140
19471,180.5,BC,11141
19472,180.5,MBC,4846
19473,180.5,BCM,871
19474,180.5,BC,11142
19475,180.5,BC,11143
19476,180.5,BC,11144
19477,180.5,MBC,4847
19478,180.5,BC,11145
19479,180.5,SCA,125
19480,180.5,OC,
19481,180.5,BC,11146
19482,180.5,BC,11147
19483,180.5,SCA,126
19484,180.5,BC,11148
19485,180.5,MBC,4848
19486,180.5,BC,11149
19487,180.5,BC,11150
19488,180.5,BC,11151
19489,180.5,BC,11152
19490,180.5,OC,
19491,180.5,MBC,4849
19492,180.5,MBC,4850
19493,180.5,MBC,4851
19494,180.5,MBC,4852
19495,180.5,SC,1145
